file_id,Question,Generated
keSGvlBzQWg_chunk48_data3_task3,What is the stress cause here?,"The stress cause could be related to the recent and current problems you mentioned, but without more information it's difficult to determine the specific cause. It could be due to work-related issues, personal relationships, health concerns, financial problems, or any number of other factors. Can you provide more context or details about what you are experiencing?"
yqJkupJitaU_chunk7_data3_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker mentions that it's easier to relax and forget things when they're under the influence of marijuana, which suggests a positive emotional experience."
ihDezGfSvQs_chunk47_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
BHEDnTntb0I_chunk2_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions being 'kind of on edge' which is an indicator of stress."
7LD8iC4NqXM_chunk18_data1_task2,What mental disorder symptoms does this patient show?,The patient is experiencing symptoms of depression.
keSGvlBzQWg_chunk52_data1_task3,What cause of depression does this show?,The audio segment does not provide enough information to determine a specific cause of depression.
v21ZLg8n8do_chunk16_data2_task1,Does the patient suffer from loneliness?,The patient does not appear to suffer from loneliness as they mention spending time with friends and alcohol being a common element at those gatherings.
f6Y_P8Jv2cU_chunk2_data2_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker is expressing worry which is an emotional state that can affect well-being."
YYh9WOOxrOo_chunk29_data2_task2,What mental disorder symptoms does the patient show?,The patient is exhibiting symptoms of depression.
hX8e5UM7WlQ_chunk7_data1_task2,What mental disorder symptoms does the patient show?,The patient is experiencing hallucinations.
L1vluZ9uHMY_chunk17_data2_task4,Does the emotional wellness dimension exist here?,"Yes, the concept of emotional wellness involves the ability to identify and manage one's emotions effectively, which can contribute to overall well-being and reduce the likelihood of aggressive behavior."
S4wWClQhZaA_chunk9_data2_task3,What is the stress cause here?,The speaker is experiencing a strong sense of emotion that prevents them from going to work or performing any tasks.
FYwSVpGOd3g_chunk7_data1_task1,Does the patient suffer from stress?,"Yes, the patient describes a state of constant worry and fear as a symptom of their stress."
L4oDAYZWLhs_chunk15_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their harsh self-evaluation, feeling of being a loser, and shame."
dNfM2ihfSSE_chunk18_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of paranoia and delusions, as indicated by their belief that someone is watching them and their statement that 'my mind kicking in telling me that I'm going to fall apart.'"
nFwAiO22g4Y_chunk30_data1_task1,Does the patient suffer from loneliness?,"The patient may feel lonely as they mention that they have to 'kill themselves' to be able to be with other people, which suggests a desire for companionship and connection that is not currently being fulfilled."
syM6XYzht20_chunk6_data3_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of anxiety, as indicated by their fear about the door being unlocked and the constant counting."
mZc43xBB3qk_chunk26_data1_task3,What cause of depression does this show?,The speaker feels depressed because someone is not allowing them to feel good about themselves.
czzQ7fIQE84_chunk16_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of contamination and infection, as described by the sensation of a contaminated leash entering the body and running through the bloodstream. Additionally, the patient expresses fear about the possibility of contracting an illness from the source."
mfe8OzzArGc_chunk5_data2_task2,What mental disorder does this person show?,"The person is expressing feelings of worthlessness and self-doubt, which are common symptoms of depression."
ankWMLepQsE_chunk53_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient mentions feeling lonely and suggests getting together with a friend or having someone come over to company."
S4wWClQhZaA_chunk23_data2_task3,What is the stress cause here?,"The speaker is experiencing a moment of high anxiety or fear, possibly due to the presence of a brain tumor."
jxNBQKMW1wg_chunk18_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their feelings of loss and struggle to make someone happy, along with a sense of constant unhappiness."
ankWMLepQsE_chunk25_data1_task3,What cause of depression does this show?,"The speaker is depressed because they are going to have to give up their dog, who is very important to them."
zdha69z2VaA_chunk3_data1_task1,Does the patient suffer from depression?,"The patient is expressing difficulty in feeling how they intended to feel, which could be a symptom of depression."
SNstOn6owcI_chunk37_data1_task3,What is the stress cause here?,The speaker is feeling drained and does not want to go out with Mary.
URiKA7CKtfc_chunk6_data1_task1,Does the patient suffer from loneliness?,"The audio does not provide information regarding the patient's social state, so we cannot confirm whether the patient is lonely or not."
keSGvlBzQWg_chunk48_data2_task2,What mental disorder symptoms does the patient show?,The patient exhibits symptoms of depression.
7De6VY8P9hY_chunk5_data3_task2,What mental disorder symptoms does the patient show?,The patient exhibits paranoia.
ihDezGfSvQs_chunk41_data2_task3,What cause of depression does this show?,"The speaker does not explicitly mention the cause of depression, but the discussion touches on topics such as fear and isolation which can contribute to it."
P624_q04ZWg_chunk14_data2_task1,Does the patient suffer from stress?,"Yes, the patient seems to express feelings of stress about needing a new job and not wanting to rely on their parents forever."
czzQ7fIQE84_chunk3_data2_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as it involves discussing feelings such as anxiety."
XH2tF8oB3cw_chunk8_data1_task3,What cause of depression does this show?,The audio does not specifically state the cause of the speaker's depression.
v21ZLg8n8do_chunk6_data2_task4,Does the social wellness dimension exist here?,"The information provided does not explicitly mention 'social wellness,' but it does discuss topics such as family, friendship, and belonging, which are often associated with social well-being."
4Y3EGPjhiXE_chunk2_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of erection problems or impotence.
cgfs3h6Ahe8_chunk9_data2_task2,What mental disorder symptoms does the patient show?,The patient has trouble sleeping.
n17O4_Uy6Vk_chunk2_data1_task3,What is the stress cause here?,The speaker mentioned having a big argument with their mom.
Q5sYESOumQY_chunk9_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
_gPcDRVALVo_chunk3_data1_task3,What is the stress cause here?,The speaker is under a lot of stress because they are busy looking for a job.
zA-fqvC02oM_chunk14_data3_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
7Ibb68uVXEg_chunk17_data1_task1,Does the patient suffer from loneliness?,"Yes, it is implied that the patient feels lonely since they mention not being able to be with their little sister and the sense of loss when their mother passed away."
mfe8OzzArGc_chunk26_data1_task1,Does the patient suffer from loneliness?,It cannot be determined conclusively from the provided information.
